timeframe,sl,tp,grid_step,multiplier,max_legs,target_profit,rsi_buy,rsi_sell,use_candlestick,win_rate,num_baskets,final_balance,net_roi,max_drawdown
M30,15.0,20.0,15.0,1.5,4,4.0,30-70,30-70,False,43.29896907216495,291,503.63852076168416,0.7277041523368325,5.222608329714111
M30,15.0,20.0,15.0,2.0,3,2.0,30-70,30-70,False,43.29896907216495,291,503.63852076168416,0.7277041523368325,5.222608329714111
M30,15.0,20.0,15.0,2.0,3,4.0,30-70,30-70,False,43.29896907216495,291,503.63852076168416,0.7277041523368325,5.222608329714111
M30,15.0,20.0,15.0,2.0,4,2.0,30-70,30-70,False,43.29896907216495,291,503.63852076168416,0.7277041523368325,5.222608329714111
M30,15.0,20.0,15.0,2.0,4,4.0,30-70,30-70,False,43.29896907216495,291,503.63852076168416,0.7277041523368325,5.222608329714111
M30,15.0,20.0,20.0,1.5,3,2.0,30-70,30-70,False,43.29896907216495,291,503.63852076168416,0.7277041523368325,5.222608329714111
M30,15.0,20.0,20.0,1.5,3,4.0,30-70,30-70,False,43.29896907216495,291,503.63852076168416,0.7277041523368325,5.222608329714111
M30,15.0,20.0,20.0,1.5,4,2.0,30-70,30-70,False,43.29896907216495,291,503.63852076168416,0.7277041523368325,5.222608329714111
M30,15.0,20.0,20.0,1.5,4,4.0,30-70,30-70,False,43.29896907216495,291,503.63852076168416,0.7277041523368325,5.222608329714111
M30,15.0,20.0,20.0,2.0,3,2.0,30-70,30-70,False,43.29896907216495,291,503.63852076168416,0.7277041523368325,5.222608329714111
M30,15.0,20.0,20.0,2.0,3,4.0,30-70,30-70,False,43.29896907216495,291,503.63852076168416,0.7277041523368325,5.222608329714111
H1,20.0,15.0,15.0,1.5,4,2.0,45-60,40-55,True,70.73170731707317,41,502.8045019499097,0.5609003899819412,4.064150849282225
M15,15.0,20.0,10.0,1.5,3,2.0,45-60,40-55,True,66.07142857142857,168,502.4160173078061,0.4832034615612202,6.139584144912857
M30,15.0,15.0,10.0,1.5,4,4.0,45-60,40-55,True,63.63636363636363,132,502.303571770229,0.46071435404579686,4.793261071123912
M30,15.0,15.0,10.0,1.5,3,4.0,45-60,40-55,True,63.63636363636363,132,502.303571770229,0.46071435404579686,4.793261071123912
H1,20.0,15.0,15.0,1.5,3,2.0,45-60,40-55,True,70.73170731707317,41,502.12791478057795,0.42558295611559055,4.064150849282221
M30,30.0,20.0,20.0,2.0,3,4.0,45-60,40-55,True,83.47826086956522,115,501.7606010813385,0.3521202162677014,13.71095348726106
H1,30.0,20.0,15.0,2.0,3,2.0,30-70,30-70,False,84.10596026490066,151,501.59040249527555,0.318080499055111,8.023503680899966
H1,15.0,20.0,10.0,1.5,4,4.0,45-60,40-55,True,51.162790697674424,43,501.45434017724796,0.2908680354495914,1.8832096304130346
H1,15.0,20.0,10.0,1.5,3,4.0,45-60,40-55,True,51.162790697674424,43,501.45434017724796,0.2908680354495914,1.8832096304130346
M30,15.0,15.0,20.0,1.5,3,2.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,15.0,2.0,3,2.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,20.0,2.0,4,2.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,20.0,2.0,4,4.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,15.0,2.0,4,2.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,15.0,2.0,3,4.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,20.0,1.5,3,4.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,20.0,1.5,4,4.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,15.0,1.5,4,4.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,20.0,2.0,3,2.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,15.0,2.0,4,4.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,15.0,1.5,4,2.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,20.0,1.5,4,2.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,15.0,1.5,3,4.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,15.0,1.5,3,2.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
M30,15.0,15.0,20.0,2.0,3,4.0,30-70,30-70,False,50.15479876160991,323,500.7738494554399,0.15476989108798306,4.429083827898855
H1,15.0,20.0,10.0,2.0,4,4.0,45-60,40-55,True,51.162790697674424,43,500.73489597265046,0.14697919453009264,2.0630758653839507
H1,15.0,20.0,10.0,2.0,3,4.0,45-60,40-55,True,51.162790697674424,43,500.73489597265046,0.14697919453009264,2.0630758653839507
M30,20.0,15.0,10.0,1.5,4,2.0,45-60,40-55,True,78.78787878787878,132,500.56386427345524,0.11277285469104754,5.637276789128926
H1,20.0,15.0,15.0,2.0,3,4.0,45-60,40-55,True,70.73170731707317,41,500.54288931271503,0.10857786254300664,5.117520612102567
H1,30.0,15.0,15.0,2.0,4,2.0,45-60,40-55,True,87.8048780487805,41,500.5311947801468,0.10623895602935819,5.559999999999609
M15,15.0,15.0,15.0,1.5,4,4.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,15.0,1.5,4,2.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,15.0,1.5,3,4.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,15.0,2.0,4,2.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,15.0,2.0,3,2.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,15.0,2.0,3,4.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,15.0,1.5,3,2.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,20.0,2.0,4,4.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,20.0,2.0,4,2.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,20.0,2.0,3,4.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,20.0,2.0,3,2.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,20.0,1.5,4,4.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,20.0,1.5,4,2.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,20.0,1.5,3,4.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,20.0,1.5,3,2.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,15.0,15.0,15.0,2.0,4,4.0,30-70,30-70,False,50.11600928074246,431,500.53053140074815,0.10610628014962913,7.859052828021112
M15,30.0,15.0,10.0,2.0,3,4.0,45-60,40-55,True,92.7710843373494,166,500.50861426197497,0.10172285239499387,15.728815612450878
H1,30.0,15.0,15.0,1.5,4,2.0,30-70,30-70,False,86.875,160,500.421045158201,0.08420903164020502,9.149065173163923
M30,20.0,20.0,10.0,1.5,3,4.0,45-60,40-55,True,74.4186046511628,129,500.2578750476123,0.05157500952245755,5.840721178120429
