timeframe,sl,tp,grid_step,multiplier,max_legs,target_profit,rsi_buy,rsi_sell,use_candlestick,win_rate,num_baskets,final_balance,net_roi,max_drawdown
M15,15.0,20.0,20.0,2.0,4,4.0,45-60,40-55,True,48.8235294117647,170,536.2248551758048,7.244971035160962,1.8999642959677394
M15,15.0,20.0,15.0,2.0,3,2.0,45-60,40-55,True,48.8235294117647,170,536.2248551758048,7.244971035160962,1.8999642959677394
M15,15.0,20.0,15.0,2.0,3,4.0,45-60,40-55,True,48.8235294117647,170,536.2248551758048,7.244971035160962,1.8999642959677394
M15,15.0,20.0,15.0,2.0,4,2.0,45-60,40-55,True,48.8235294117647,170,536.2248551758048,7.244971035160962,1.8999642959677394
M15,15.0,20.0,15.0,2.0,4,4.0,45-60,40-55,True,48.8235294117647,170,536.2248551758048,7.244971035160962,1.8999642959677394
M15,15.0,20.0,20.0,2.0,4,2.0,45-60,40-55,True,48.8235294117647,170,536.2248551758048,7.244971035160962,1.8999642959677394
M15,15.0,20.0,20.0,1.5,4,2.0,45-60,40-55,True,48.8235294117647,170,536.2248551758048,7.244971035160962,1.8999642959677394
M15,15.0,20.0,20.0,1.5,4,4.0,45-60,40-55,True,48.8235294117647,170,536.2248551758048,7.244971035160962,1.8999642959677394
M15,15.0,20.0,20.0,2.0,3,2.0,45-60,40-55,True,48.8235294117647,170,536.2248551758048,7.244971035160962,1.8999642959677394
M15,15.0,20.0,20.0,1.5,3,4.0,45-60,40-55,True,48.8235294117647,170,536.2248551758048,7.244971035160962,1.8999642959677394
M15,15.0,20.0,20.0,1.5,3,2.0,45-60,40-55,True,48.8235294117647,170,536.2248551758048,7.244971035160962,1.8999642959677394
H1,30.0,15.0,10.0,2.0,3,2.0,45-60,40-55,True,92.85714285714286,42,536.0568580160209,7.21137160320418,0.9197499199999953
M30,15.0,20.0,10.0,2.0,4,2.0,45-60,40-55,True,61.36363636363637,132,532.9415709090117,6.588314181802343,3.0609933287279665
M15,20.0,20.0,20.0,1.5,3,2.0,45-60,40-55,True,55.06329113924051,158,532.3730309632315,6.474606192646297,2.774401527385574
M15,20.0,20.0,20.0,1.5,3,4.0,45-60,40-55,True,55.06329113924051,158,532.3730309632315,6.474606192646297,2.774401527385574
M15,20.0,20.0,20.0,1.5,4,2.0,45-60,40-55,True,55.06329113924051,158,532.3730309632315,6.474606192646297,2.774401527385574
M15,20.0,20.0,20.0,1.5,4,4.0,45-60,40-55,True,55.06329113924051,158,532.3730309632315,6.474606192646297,2.774401527385574
M15,20.0,20.0,20.0,2.0,3,2.0,45-60,40-55,True,55.06329113924051,158,532.3730309632315,6.474606192646297,2.774401527385574
M15,20.0,20.0,20.0,2.0,3,4.0,45-60,40-55,True,55.06329113924051,158,532.3730309632315,6.474606192646297,2.774401527385574
M15,20.0,20.0,20.0,2.0,4,2.0,45-60,40-55,True,55.06329113924051,158,532.3730309632315,6.474606192646297,2.774401527385574
M15,20.0,20.0,20.0,2.0,4,4.0,45-60,40-55,True,55.06329113924051,158,532.3730309632315,6.474606192646297,2.774401527385574
M30,20.0,15.0,10.0,2.0,3,4.0,45-60,40-55,True,78.78787878787878,132,531.7662738023234,6.353254760464688,3.9439999999999906
H1,30.0,20.0,10.0,2.0,4,2.0,45-60,40-55,True,90.2439024390244,41,531.5953496556112,6.3190699311222485,2.1459999999999355
H1,15.0,15.0,10.0,2.0,4,4.0,30-70,30-70,False,58.46153846153847,195,531.3399565479389,6.267991309587774,2.3642862179411757
H1,15.0,15.0,10.0,2.0,3,4.0,30-70,30-70,False,58.46153846153847,195,531.3399565479389,6.267991309587774,2.3642862179411757
H1,30.0,20.0,10.0,2.0,4,4.0,30-70,30-70,False,89.30817610062893,159,530.7869767434888,6.157395348697765,23.514791121036048
H1,30.0,20.0,10.0,2.0,4,2.0,30-70,30-70,False,90.56603773584906,159,530.5154398887006,6.1030879777401195,13.976511122065006
H1,30.0,20.0,10.0,2.0,3,2.0,45-60,40-55,True,90.2439024390244,41,529.9043902928898,5.980878058577969,2.1459999999999355
H1,30.0,15.0,10.0,1.5,4,2.0,30-70,30-70,False,91.66666666666666,168,529.3490372019706,5.869807440394129,12.17153261257333
M30,20.0,15.0,10.0,2.0,3,2.0,45-60,40-55,True,79.69924812030075,133,528.21860021649,5.6437200432980035,4.751189692646684
M15,20.0,20.0,10.0,2.0,3,2.0,45-60,40-55,True,86.06060606060606,165,525.52248005983,5.104496011965989,6.5012997597682425
M30,20.0,20.0,10.0,2.0,3,2.0,45-60,40-55,True,77.6923076923077,130,524.9425880601716,4.98851761203432,6.908794404855227
H1,15.0,15.0,10.0,2.0,4,2.0,30-70,30-70,False,59.693877551020414,196,524.5558646042251,4.911172920845024,2.202169319850483
H1,15.0,15.0,10.0,2.0,3,2.0,30-70,30-70,False,59.693877551020414,196,524.5558646042251,4.911172920845024,2.202169319850483
M30,30.0,15.0,20.0,2.0,4,4.0,30-70,30-70,False,85.37549407114624,253,523.49112571634,4.698225143267996,21.710513816170135
H1,30.0,15.0,15.0,1.5,3,2.0,30-70,30-70,False,87.42138364779875,159,523.4041384263221,4.680827685264422,5.419378568354156
M15,20.0,15.0,10.0,2.0,3,2.0,45-60,40-55,True,87.5,168,522.6816936923173,4.536338738463451,6.706320120099542
M30,30.0,15.0,20.0,2.0,3,2.0,45-60,40-55,True,85.83333333333333,120,521.1292401029009,4.2258480205801785,10.897211960874834
M30,15.0,15.0,10.0,2.0,3,2.0,45-60,40-55,True,65.67164179104478,134,520.7229111033408,4.144582220668167,3.2323878746855965
M30,15.0,15.0,10.0,2.0,4,2.0,45-60,40-55,True,65.67164179104478,134,520.7229111033408,4.144582220668167,3.2323878746855965
H1,30.0,15.0,10.0,2.0,4,2.0,30-70,30-70,False,92.3076923076923,169,519.1954882380645,3.8390976476129026,14.74406376863771
H1,30.0,15.0,10.0,2.0,3,2.0,30-70,30-70,False,91.17647058823529,170,519.0404383733731,3.8080876746746295,14.224704289141016
M30,15.0,20.0,15.0,1.5,3,4.0,45-60,40-55,True,46.92307692307692,130,518.4327268086565,3.6865453617313055,2.667825782455785
M30,15.0,20.0,15.0,1.5,3,2.0,45-60,40-55,True,46.92307692307692,130,518.4327268086565,3.6865453617313055,2.667825782455785
M30,15.0,20.0,15.0,1.5,4,4.0,45-60,40-55,True,46.92307692307692,130,518.4327268086565,3.6865453617313055,2.667825782455785
M30,15.0,20.0,15.0,1.5,4,2.0,45-60,40-55,True,46.92307692307692,130,518.4327268086565,3.6865453617313055,2.667825782455785
M30,15.0,20.0,20.0,1.5,4,2.0,45-60,40-55,True,46.92307692307692,130,518.4327268086565,3.6865453617313055,2.667825782455785
M30,15.0,20.0,20.0,2.0,4,4.0,45-60,40-55,True,46.92307692307692,130,518.4327268086565,3.6865453617313055,2.667825782455785
M30,15.0,20.0,20.0,2.0,4,2.0,45-60,40-55,True,46.92307692307692,130,518.4327268086565,3.6865453617313055,2.667825782455785
M30,15.0,20.0,20.0,2.0,3,4.0,45-60,40-55,True,46.92307692307692,130,518.4327268086565,3.6865453617313055,2.667825782455785
M30,15.0,20.0,15.0,2.0,3,2.0,45-60,40-55,True,46.92307692307692,130,518.4327268086565,3.6865453617313055,2.667825782455785
M30,15.0,20.0,20.0,1.5,4,4.0,45-60,40-55,True,46.92307692307692,130,518.4327268086565,3.6865453617313055,2.667825782455785
M30,15.0,20.0,20.0,2.0,3,2.0,45-60,40-55,True,46.92307692307692,130,518.4327268086565,3.6865453617313055,2.667825782455785
M30,15.0,20.0,20.0,1.5,3,4.0,45-60,40-55,True,46.92307692307692,130,518.4327268086565,3.6865453617313055,2.667825782455785
M30,15.0,20.0,20.0,1.5,3,2.0,45-60,40-55,True,46.92307692307692,130,518.4327268086565,3.6865453617313055,2.667825782455785
